,Unnamed: 0,Unnamed: 0.1,CASE_NUMBER,CASE_STATUS,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_CITY,EMPLOYER_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,STATUS_APPROVE,RELOCATE,year,descrpt
22,22,22,I-200-09266-413868,CERTIFIED,H-1B,STATOIL GULF SERVICES LLC,HOUSTON,TX,17-2081,Environmental Engineers,"RESEARCHER, PRODUCTION AND WATER MANAGEMENT",Y,94162.0,Year,1,1,2014,Architecture and Engineering Occupations
23,23,23,I-200-09267-929154,CERTIFIED,H-1B,CCH INCORPORATED,RIVERWOODS,IL,15-1132,"Software Developers, Applications",APPLICATIONS DEVELOPER III,Y,62982.0,Year,1,1,2014,Computer and Mathematical Occupations
24,24,24,I-200-09271-869754,CERTIFIED,H-1B,"FRONTIER TECHNOLOGIES, LLC",NAPERVILLE,IL,15-1132,"Software Developers, Applications",SOFTWARE ENGINEER,Y,76357.0,Year,1,0,2014,Computer and Mathematical Occupations
25,25,25,I-200-09273-187930,CERTIFIED,H-1B,"NEXTAG, INC.",SAN MATEO,CA,15-1132,"Software Developers, Applications",SOFTWARE ENGINEER,Y,112674.0,Year,1,1,2014,Computer and Mathematical Occupations
26,26,26,I-200-09273-620055,CERTIFIED,H-1B,CCH INCORPORATED,RIVERWOODS,IL,11-3021,Computer and Information Systems Managers,MANAGER IT,Y,111654.0,Year,1,0,2014,Management Occupations
27,27,27,I-200-09279-213034,DENIED,H-1B,CCH INCORPORATED,RIVERWOODS,IL,15-1133,"Software Developers, Systems Software",APPLICATIONS DEVELOPER II,Y,81747.0,Year,0,0,2014,Computer and Mathematical Occupations
28,28,28,I-200-09280-107494,CERTIFIED-WITHDRAWN,H-1B,"MCAFEE, INC.",ST. PAUL,MN,15-1031,Computer Security Specialists,PRODUCT SPECIALIST (SENIOR ENTERPRISE ACCOUNT MANA,Y,82306.0,Year,0,0,2014,Computer and Mathematical Occupations
29,29,29,I-200-09288-856378,CERTIFIED,H-1B,"APPS ASSOCIATES, LLC",ACTON,MA,15-1132,"Software Developers, Applications",SENIOR CONSULTANT,Y,104728.0,Year,1,0,2014,Computer and Mathematical Occupations
30,30,30,I-200-09289-217121,CERTIFIED,H-1B,"ALREK BUSINESS SOLUTIONS, INC",SCHAUMBURG,IL,15-1132,"Software Developers, Applications",PERFORMANCE TESTER,Y,73861.0,Year,1,0,2014,Computer and Mathematical Occupations
31,31,31,I-200-09295-164849,CERTIFIED,H-1B,AMIT,MINNETONKA,MN,15-1031,Chief Executives,CHIEF FINANCIAL OFFICER,Y,99965.0,Year,1,1,2014,Computer and Mathematical Occupations
32,32,32,I-200-09300-229787,CERTIFIED-WITHDRAWN,H-1B,FITCH RATINGS,NEW YORK,NY,13-2051,Financial Analysts,DIRECTOR,Y,95014.0,Year,0,1,2014,Business and Financial Operations Occupations
33,33,33,I-200-09300-310419,CERTIFIED,H-1B,"PHUNWARE, INC.",AUSTIN,TX,15-1199,"Computer Occupations, All Other",QUALITY ASSURANCE ENGINEER TEAM LEAD,Y,98738.0,Year,1,1,2014,Computer and Mathematical Occupations
34,34,34,I-200-09302-985180,CERTIFIED,H-1B,INTONE NETWORKS INC.,ISELIN,NJ,15-1121,Computer Systems Analysts,BUSINESS ANALYST,Y,56722.0,Year,1,0,2014,Computer and Mathematical Occupations
35,35,35,I-200-09306-261972,CERTIFIED,H-1B,"SEAL CONSULTING, INC.",EDISON,NJ,15-1131,Computer Programmers,SAP CONSULTANT,Y,48464.0,Year,1,0,2014,Computer and Mathematical Occupations
36,36,36,I-200-09310-751106,CERTIFIED,H-1B,INTONE NETWORKS INC.,ISELIN,NJ,15-1131,Computer Programmers,SAP ABAP DEVELOPER LEVEL III,Y,54330.0,Year,1,0,2014,Computer and Mathematical Occupations
37,37,37,I-200-09317-317907,CERTIFIED-WITHDRAWN,H-1B,"C-LEVEL MANAGEMENT, INC",SAN JUAN CAPISTRANO,CA,15-1121,Computer Systems Analysts,SOLUTIONS ARCHITECT,Y,55661.0,Year,0,1,2014,Computer and Mathematical Occupations
38,38,38,I-200-09321-500817,CERTIFIED,H-1B,"HDK ENTERPRISES, INC.",HOUSTON,TX,13-2011,Accountants and Auditors,BUSINESS ANALYST & COMPLIANCE OFFICER,Y,47070.0,Year,1,1,2014,Business and Financial Operations Occupations
39,39,39,I-200-09321-521235,CERTIFIED-WITHDRAWN,H-1B,BARCLAYS CAPITAL INC.,NEW YORK,NY,15-1132,"Software Developers, Applications","VICE PRESIDENT, QUANTITATIVE EQUITIES APPLICATIONS",Y,101629.0,Year,0,1,2014,Computer and Mathematical Occupations
40,40,40,I-200-09321-656288,CERTIFIED,H-1B,TEKCOMMANDS INC,TROY,MI,15-1121,Computer Systems Analysts,QUALITY SYSTEMS ANALYST,Y,67038.0,Year,1,0,2014,Computer and Mathematical Occupations
41,41,41,I-200-09322-015520,CERTIFIED-WITHDRAWN,H-1B,"SEMAFOR TECHNOLOGIES, LLC",ATLANTA,GA,15-1031,"Computer Software Engineers, Applications",SOFTWARE ENGINEER,Y,48984.0,Year,0,0,2014,Computer and Mathematical Occupations
42,42,42,I-200-09323-607889,CERTIFIED-WITHDRAWN,H-1B,"TARGET LABS, INC.",VIENNA,VA,15-1031,Computer Systems Analysts,PROGRAMMER ANALYST,Y,60174.0,Year,0,1,2014,Computer and Mathematical Occupations
43,43,43,I-200-09327-169757,CERTIFIED,H-1B,"CAREMARK, LLC",IRVING,TX,15-1132,"Software Developers, Applications",JAVA DEVELOPER,Y,62712.0,Year,1,0,2014,Computer and Mathematical Occupations
44,44,44,I-200-09328-842914,CERTIFIED-WITHDRAWN,H-1B,NOKIA INC.,IRVING,TX,17-2112,Industrial Engineers,PRODUCT DEVELOPMENT PURCHASING MANAGER,Y,94203.0,Year,0,0,2014,Architecture and Engineering Occupations
45,45,45,I-200-09333-147505,CERTIFIED,H-1B,"CAREMARK, LLC",IRVING,TX,15-1199,"Computer Occupations, All Other",BUSINESS INTELLIGENCE ARCHITECT,Y,77522.0,Year,1,0,2014,Computer and Mathematical Occupations
46,46,46,I-200-09335-123628,CERTIFIED,H-1B,NEUROSTREAM TECHNOLOGIES CORP.,MINNEAPOLIS,MN,15-1031,"Medical Scientists, Except Epidemiologists","RESEARCH SCIENTIST, GAIT DISORDERS AND THERAPY",Y,82826.0,Year,1,1,2014,Computer and Mathematical Occupations
47,47,47,I-200-09336-481442,WITHDRAWN,H-1B,"SBM ATLANTIA, INC.",HOUSTON,TX,15-1031,Chemical Engineers,SENIOR PROCESS ENGINEER,Y,101275.0,Year,0,1,2014,Computer and Mathematical Occupations
48,48,48,I-200-09338-093360,CERTIFIED-WITHDRAWN,H-1B,PROSUM INC.,EL SEGUNDO,CA,15-1121,Computer Systems Analysts,BUSINESS ANALYST,Y,97427.0,Year,0,0,2014,Computer and Mathematical Occupations
49,49,49,I-200-09338-585380,CERTIFIED,H-1B,"AKT, LLC.",ISELIN,NJ,15-1142,Network and Computer Systems Administrators,SYSTEMS ENGINEER-2 (WEBSPHERE ADMINISTRATOR),Y,55390.0,Year,1,0,2014,Computer and Mathematical Occupations
50,50,50,I-200-09341-940535,CERTIFIED,H-1B,CT CORPORATION SYSTEMS,RIVERWOODS,IL,11-1021,General and Operations Managers,"SENIOR MANAGER, FINANCIAL PLANNING & ANALYSIS",Y,124675.0,Year,1,0,2014,Management Occupations
51,51,51,I-200-09344-948880,CERTIFIED,H-1B,INTONE NETWORKS INC.,ISELIN,NJ,15-1131,Computer Programmers,SR. STATISTICAL PROGRAMMER,Y,59800.0,Year,1,0,2014,Computer and Mathematical Occupations
52,52,52,I-200-09350-610503,CERTIFIED-WITHDRAWN,H-1B,SUNGARD BUSINESS SYSTEMS LLC,BIRMINGHAM,AL,15-1121,Computer Systems Analysts,SR. JAVA DEVELOPER,Y,64045.0,Year,0,1,2014,Computer and Mathematical Occupations
53,53,53,I-200-09352-459411,CERTIFIED,H-1B,INTONE NETWORKS INC.,ISELIN,NJ,15-1132,"Software Developers, Applications",J2EE/ICAN DEVELOPER,Y,63856.0,Year,1,0,2014,Computer and Mathematical Occupations
54,54,54,I-200-09356-373424,CERTIFIED-WITHDRAWN,H-1B,"NOVATEL WIRELESS, INC.",SAN DIEGO,CA,15-1031,"Electronics Engineers, Except Computer",SENIOR FIELD TEST ENGINEER,Y,87122.0,Year,0,1,2014,Computer and Mathematical Occupations
55,55,55,I-200-10015-368282,CERTIFIED,H-1B,"RESOLUTION HEALTH, INC.",RICHMOND,VA,15-1132,"Software Developers, Applications",BUSINESS INFORMATION DEVELOPER SENIOR,Y,67226.0,Year,1,0,2014,Computer and Mathematical Occupations
56,56,56,I-200-10022-756568,CERTIFIED,H-1B,"BLACKROCK INVESTMENT MANAGEMENT, LLC",NEW YORK,NY,13-1111,Management Analysts,ASSOCIATE,Y,82659.0,Year,1,1,2014,Business and Financial Operations Occupations
57,57,57,I-200-10028-279543,CERTIFIED,H-1B,"TASACOM TECHNOLOGIES, INC.",DALLAS,TX,15-1132,"Software Developers, Applications",COMPUTER SOFTWARE ENGINEER,Y,62379.0,Year,1,1,2014,Computer and Mathematical Occupations
58,58,58,I-200-10028-416653,CERTIFIED,H-1B,"TASACOM TECHNOLOGIES, INC.",DALLAS,TX,15-1031,"Computer Software Engineers, Applications",COMPUTER SOFTWARE ENGINEER,Y,62379.0,Year,1,1,2014,Computer and Mathematical Occupations
59,59,59,I-200-10028-562136,CERTIFIED,H-1B,"TASACOM TECHNOLOGIES, INC.",DALLAS,TX,15-1132,"Software Developers, Applications",SOFTWARE ENGINEER,Y,62379.0,Year,1,1,2014,Computer and Mathematical Occupations
60,60,60,I-200-10034-500633,CERTIFIED,H-1B,AMENSYS INC,LEWISVILLE,TX,15-1131,Computer Programmers,COMPUTER PROGRAMMER,Y,40914.0,Year,1,0,2014,Computer and Mathematical Occupations
61,61,61,I-200-10034-651606,CERTIFIED,H-1B,MC10 INC.,CAMBRIDGE,MA,17-2071,Electrical Engineers,PROCESS ENGINEER,Y,88858.0,Year,1,1,2014,Architecture and Engineering Occupations
62,62,62,I-200-10036-487123,CERTIFIED,H-1B,CCH INCORPORATED,RIVERWOODS,IL,15-1132,"Software Developers, Applications",SOFTWARE ENGINEER III,Y,93267.0,Year,1,0,2014,Computer and Mathematical Occupations
63,63,63,I-200-10043-357283,CERTIFIED,H-1B,"WELLPOINT, INC.",THOUSAND OAKS,CA,15-1199,"Computer Occupations, All Other",IT QUALITY CONTROL ANALYST SENIOR,Y,71989.0,Year,1,0,2014,Computer and Mathematical Occupations
64,64,64,I-200-10043-738928,CERTIFIED-WITHDRAWN,H-1B,"CENTAURUS TECHNOLOGY PARTNERS, LLC",IRVING,TX,15-1031,"Computer Systems Analysts, Non R&D (ACWIA Only)",SYSTEM ANALYST,Y,64334.0,Year,0,0,2014,Computer and Mathematical Occupations
65,65,65,I-200-10046-060512,CERTIFIED-WITHDRAWN,H-1B,NUL SYSTEM SERVICES CORPORATION,SANTA CLARA,CA,15-1142,Network and Computer Systems Administrators,IT SERVICE MANAGER,Y,112681.0,Year,0,1,2014,Computer and Mathematical Occupations
66,66,66,I-200-10054-885919,CERTIFIED,H-1B,"WELLPOINT, INC.",THOUSAND OAKS,CA,15-1132,"Software Developers, Applications",DEVELOPER ADVISOR,Y,90600.0,Year,1,0,2014,Computer and Mathematical Occupations
67,67,67,I-200-10055-455289,CERTIFIED-WITHDRAWN,H-1B,SPARTAN SOLUTIONS INC,BARTLETT,TN,15-1121,Computer Systems Analysts,SAP FUNCTIONAL ANALYST,Y,82680.0,Year,0,0,2014,Computer and Mathematical Occupations
68,68,68,I-200-10062-882205,CERTIFIED,H-1B,"MIRIMUS, INC.",COLD SPRING HARBOR,NY,19-4021,Biological Technicians,PROJECT MANAGER (GENETICALLY ENGINEERED MOUSE MODE,Y,48214.0,Year,1,1,2014,"Life, Physical, and Social Science Occupations"
69,69,69,I-200-10064-055302,CERTIFIED,H-1B,"VMWARE, INC.",PALO ALTO,CA,15-1132,"Software Developers, Applications",MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEER,Y,98557.0,Year,1,1,2014,Computer and Mathematical Occupations
70,70,70,I-200-10064-148654,CERTIFIED-WITHDRAWN,H-1B,"CENTAURUS TECHNOLOGY PARTNERS, LLC",IRVING,TX,15-1031,"Computer Systems Analysts, Non R&D (ACWIA Only)",SYSTEM ANALYST,Y,60694.0,Year,0,0,2014,Computer and Mathematical Occupations
71,71,71,I-200-10068-550475,CERTIFIED-WITHDRAWN,H-1B,"VISTAPRINT USA, INCORPORATED",LEXINGTON,MA,15-1132,"Software Developers, Applications",LEAD SOFTWARE ENGINEER,Y,85446.0,Year,0,1,2014,Computer and Mathematical Occupations
72,72,72,I-200-10068-750324,CERTIFIED,H-1B,"VMWARE, INC.",PALO ALTO,CA,15-1199,"Computer Occupations, All Other",BUSINESS ANALYST - BUSINESS INTELLIGENCE REPORTING,Y,79969.0,Year,1,1,2014,Computer and Mathematical Occupations
73,73,73,I-200-10070-075032,WITHDRAWN,H-1B,"COMPVUE, INC.",SUNNYVALE,CA,15-1031,"Computer Software Engineers, Applications",SOFTWARE ENGINEER,Y,63856.0,Year,0,0,2014,Computer and Mathematical Occupations
74,74,74,I-200-10070-102987,CERTIFIED,H-1B,COMMUNITY HEALTH CENTER OF SNOHOMISH COUNTY,EVERETT,WA,29-1063,"Internists, General",PHYSICIAN,Y,135158.0,Year,1,1,2014,Healthcare Practitioners and Technical Occupations
75,75,75,I-200-10074-809447,CERTIFIED-WITHDRAWN,H-1B,SID COMPUTER GROUP INC.,JERSEY CITY,NJ,15-1121,Computer Systems Analysts,SAP FICO ANALYST,Y,83637.0,Year,0,0,2014,Computer and Mathematical Occupations
76,76,76,I-200-10075-164728,DENIED,H-1B,CHALLENGER SPORTS CORP.,LENEXA,KS,15-1031,Market Research Analysts,MARKET RESEARCH ANALYST:  PROGRAMS AND TOURS,Y,37149.0,Year,0,0,2014,Computer and Mathematical Occupations
77,77,77,I-200-10076-219246,CERTIFIED,H-1B,"VMWARE, INC.",PALO ALTO,CA,15-1199,"Computer Occupations, All Other",SENIOR QUALITY ASSURANCE ENGINEER,Y,111742.0,Year,1,1,2014,Computer and Mathematical Occupations
78,78,78,I-200-10077-564188,CERTIFIED,H-1B,UP ALL NIGHT CORP,HOUSTON,TX,27-3031,Public Relations Specialists,PUBLIC RELATIONS ACCOUNT EXECUTIVE,Y,33072.0,Year,1,1,2014,"Arts, Design, Entertainment, Sports, and Media Occupations"
79,79,79,I-200-10078-083188,CERTIFIED-WITHDRAWN,H-1B,PFIZER INC,NEW YORK,NY,15-1031,Chemists,SENIOR ASSOCIATE SCIENTIST,Y,57242.0,Year,0,0,2014,Computer and Mathematical Occupations
80,80,80,I-200-10078-137823,CERTIFIED,H-1B,SOLVOYO CO,BOSTON,MA,11-3031,Financial Managers,VICE PRESIDENT OF FINANCE,Y,78062.0,Year,1,1,2014,Management Occupations
81,81,81,I-200-10081-064856,CERTIFIED,H-1B,LE SUEUR INC.,LE SUEUR,MN,17-2141,Mechanical Engineers,DIRECTOR OF ENGINEERING,Y,83845.0,Year,1,1,2014,Architecture and Engineering Occupations
82,82,82,I-200-10081-802098,CERTIFIED,H-1B,BIOSS INC.,WOBURN,MA,13-2011,Accountants and Auditors,CORPORATE ACCOUNTANT,Y,48194.0,Year,1,1,2014,Business and Financial Operations Occupations
83,83,83,I-200-10084-679493,CERTIFIED-WITHDRAWN,H-1B,"NEC SPHERE COMMUNICATIONS, INC.",LINCOLNSHIRE,IL,15-1031,"Computer Software Engineers, Applications",SENIOR SOFTWARE ENGINEER,Y,81598.0,Year,0,1,2014,Computer and Mathematical Occupations
84,84,84,I-200-10085-662098,CERTIFIED-WITHDRAWN,H-1B,THE UNITED SOLUTIONS GROUP INC.,AMBLER,PA,15-1031,"Computer Software Engineers, Systems Software",SOFTWARE ENGINEER,Y,65291.0,Year,0,1,2014,Computer and Mathematical Occupations
85,85,85,I-200-10090-643045,CERTIFIED-WITHDRAWN,H-1B,HITACHI DATA SYSTEMS CORPORATION,SANTA CLARA,CA,15-1031,"Computer Software Engineers, Applications",SOFTWARE DEVELOPMENT ENGINEER,Y,82035.0,Year,0,1,2014,Computer and Mathematical Occupations
86,86,86,I-200-10090-752331,CERTIFIED,H-1B,KINGLAND SYSTEMS CORPORATION,CLEAR LAKE,IA,15-1121,Computer Systems Analysts,PROFESSIONAL SOLUTION ANALYST,Y,37523.0,Year,1,1,2014,Computer and Mathematical Occupations
87,87,87,I-200-10106-649313,CERTIFIED,H-1B,"LHB, INC.",DULUTH,MN,15-2011,Actuaries,ANALYST,Y,20000.0,Year,1,0,2014,Computer and Mathematical Occupations
88,88,88,I-200-10109-918237,CERTIFIED,H-1B,SMART FOLKS INC,NOVI,MI,15-1132,"Software Developers, Applications",SOFTWARE DEVELOPER,Y,61755.0,Year,1,0,2014,Computer and Mathematical Occupations
89,89,89,I-200-10112-269752,CERTIFIED-WITHDRAWN,H-1B,"MAGENIC TECHNOLOGIES, INC.",ST. LOUIS PARK,MN,15-1132,"Software Developers, Applications",SENIOR CONSULTANT,Y,122200.0,Year,0,0,2014,Computer and Mathematical Occupations
90,90,90,I-200-10117-226427,CERTIFIED,H-1B,JPMORGAN CHASE & CO.,CHICAGO,IL,11-9199,"Managers, All Other",ASSISTANT VICE PRESIDENT AUDIT COMPLIANCE TECHNOLO,Y,105726.0,Year,1,0,2014,Management Occupations
91,91,91,I-200-10117-359404,CERTIFIED,H-1B,JPMORGAN CHASE & CO.,CHICAGO,IL,15-1132,"Software Developers, Applications",SENIOR QUANTITATIVE DEVELOPER ?,Y,105789.0,Year,1,0,2014,Computer and Mathematical Occupations
92,92,92,I-200-10119-288408,CERTIFIED,H-1B,HEADSTRONG SERVICES LLC,RESTON,VA,15-1199,"Computer Occupations, All Other",QA LEAD,Y,62566.0,Year,1,0,2014,Computer and Mathematical Occupations
93,93,93,I-200-10119-408004,CERTIFIED,H-1B,HEADSTRONG SERVICES LLC,RESTON,VA,15-1131,Computer Programmers,DEVELOPER,Y,71677.0,Year,1,0,2014,Computer and Mathematical Occupations
94,94,94,I-200-10122-903079,DENIED,H-1B,"INTERNATIONAL SOLUTIONS GROUP, INC.",HERNDON,VA,13-1071,Human Resources Specialists,IT RECRUITER / HR SPECIALIST,Y,49566.0,Year,0,1,2014,Business and Financial Operations Occupations
95,95,95,I-200-10124-538196,CERTIFIED-WITHDRAWN,H-1B,"RESCON, INC.",BETHESDA,MD,15-1132,"Software Developers, Applications",TPF APPLICATIONS DEVELOPER,Y,71718.0,Year,0,1,2014,Computer and Mathematical Occupations
96,96,96,I-200-10124-984110,CERTIFIED,H-1B,"THE RUSSIAN SCHOOL OF MATHEMATICS, INC",NEWTON,MA,15-1133,"Software Developers, Systems Software",SOFTWARE ENGINEER,Y,75920.0,Year,1,1,2014,Computer and Mathematical Occupations
97,97,97,I-200-10125-275047,CERTIFIED-WITHDRAWN,H-1B,ZYNGA INC.,SAN FRANCISCO,CA,15-1121,Computer Systems Analysts,ASSOCIATE SYSTEMS ADMINISTRATOR,Y,63107.0,Year,0,1,2014,Computer and Mathematical Occupations
98,98,98,I-200-10125-596267,CERTIFIED-WITHDRAWN,H-1B,ICONSOFT INC.,BURLINGTON,MA,15-1132,"Software Developers, Applications",SOFTWARE ENGINEER,Y,76128.0,Year,0,0,2014,Computer and Mathematical Occupations
99,99,99,I-200-10126-175157,CERTIFIED,H-1B,"UNIFIED BUSINESS TECHNOLOGIES, INC",TROY,MI,15-1121,Computer Systems Analysts,PROGRAMMER ANALYST,Y,55245.0,Year,1,0,2014,Computer and Mathematical Occupations
100,100,100,I-200-10127-239757,CERTIFIED-WITHDRAWN,H-1B,"RESCON, INC.",BETHESDA,MD,15-1132,"Software Developers, Applications",TPF APPLICATIONS DEVELOPER,Y,71718.0,Year,0,1,2014,Computer and Mathematical Occupations
101,101,101,I-200-10134-474788,CERTIFIED-WITHDRAWN,H-1B,"RESCON, INC.",BETHESDA,MD,15-1132,"Software Developers, Applications",SENIOR TPF APPLICATIONS DEVELOPER/TECHNICAL LEAD,Y,87006.0,Year,0,1,2014,Computer and Mathematical Occupations
102,102,102,I-200-10138-299218,CERTIFIED-WITHDRAWN,H-1B,"CENTAURUS TECHNOLOGY PARTNERS, LLC",IRVING,TX,15-1031,"Computer Systems Analysts, Non R&D (ACWIA Only)",SYSTEM ANALYST,Y,60944.0,Year,0,0,2014,Computer and Mathematical Occupations
103,103,103,I-200-10140-961035,CERTIFIED,H-1B,"ARNAMY, INC.",TALLAHASSEE,FL,15-1132,"Software Developers, Applications",PROGRAMMER ANALYST,Y,45448.0,Year,1,1,2014,Computer and Mathematical Occupations
104,104,104,I-200-10144-104616,CERTIFIED-WITHDRAWN,H-1B,ROCHESTER INSTITUTE OF TECHNOLOGY,ROCHESTER,NY,15-1031,"Business Teachers, Postsecondary",ASSISTANT PROFESSOR,Y,54330.0,Year,0,1,2014,Computer and Mathematical Occupations
105,105,105,I-200-10144-336913,CERTIFIED,H-1B,UNIVERSITY OF MINNESOTA,MINNEAPOLIS,MN,25-1199,"Postsecondary Teachers, All Other",INSTRUCTOR/ASSOCIATE HEAD COACH,Y,44723.0,Year,1,1,2014,"Education, Training, and Library Occupations"
106,106,106,I-200-10144-937597,CERTIFIED-WITHDRAWN,H-1B,"NEA CONSULTING, INC.",PRINCETON,NJ,15-1031,Computer Systems Analysts,PROGRAMMER ANALYST,Y,54122.0,Year,0,0,2014,Computer and Mathematical Occupations
107,107,107,I-200-10148-753722,CERTIFIED-WITHDRAWN,H-1B,"NETUITIVE, INC.",RESTON,VA,15-1799,"Computer Occupations, All Other",QUALITY ASSURANCE ENGINEER,Y,62600.0,Year,0,1,2014,Computer and Mathematical Occupations
