,Unnamed: 0,Unnamed: 0.1,CASE_NUMBER,CASE_STATUS,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_CITY,EMPLOYER_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,STATUS_APPROVE,RELOCATE,year,descrpt
75,75,75,I-200-10246-559292,WITHDRAWN,H-1B,THE CITY OF FORT WORTH,FORT WORTH,TX,17-2141,FORENSIC SCIENCE TECHNICIANS,FORENSIC DIVISION MANAGER,Y,58864.0,Year,0,1,2015,Architecture and Engineering Occupations
76,76,76,I-200-10250-971984,CERTIFIED-WITHDRAWN,H-1B,"UNIVERSAL TAX SYSTEMS, INC.",RIVERWOODS,IL,41-1012,FIRST-LINE SUPERVISORS OF NON-RETAIL SALES WORKERS,FIELD SALES REP,Y,48589.0,Year,0,1,2015,Sales and Related Occupations
77,77,77,I-200-10250-986276,CERTIFIED-WITHDRAWN,H-1B,CCH INCORPORATED,RIVERWOODS,IL,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",IT ARCHITECT,Y,85738.0,Year,0,1,2015,Computer and Mathematical Occupations
78,78,78,I-200-10263-046043,WITHDRAWN,H-1B,BROADCOM CORPORATION,IRVINE,CA,17-2141,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","ENGINEER, PRINCIPAL - IC DESIGN",Y,131019.0,Year,0,1,2015,Architecture and Engineering Occupations
79,79,79,I-200-10284-765613,CERTIFIED-WITHDRAWN,H-1B,"AIG PC GLOBAL SERVICES, INC.",NEW YORK,NY,11-3031,FINANCIAL MANAGERS,"DIRECTOR, SCIENCE CONSUMER",Y,141835.0,Year,0,1,2015,Management Occupations
80,80,80,I-200-10286-468947,CERTIFIED,H-1B,"VMWARE, INC.",PALO ALTO,CA,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",MEMBER OF TECHNICAL STAFF - QUALITY ENGINEERING,Y,97503.0,Year,1,1,2015,Computer and Mathematical Occupations
81,81,81,I-200-10292-944449,CERTIFIED,H-1B,E.I. DU PONT DE NEMOURS AND COMPANY,WILMINGTON,DE,17-2081,ENVIRONMENTAL ENGINEERS,"RESEARCH INVESTIGATOR, RESIDUE FIELD STUDY",Y,82347.0,Year,1,1,2015,Architecture and Engineering Occupations
82,82,82,I-200-10293-841987,CERTIFIED,H-1B,FEDERAL HOME LOAN MORTGAGE CORPORATION,MCLEAN,VA,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",RELEASE MANAGEMENT SENIOR,Y,79100.0,Year,1,1,2015,Computer and Mathematical Occupations
83,83,83,I-200-10301-254322,CERTIFIED,H-1B,"LANYON SOLUTIONS, INC.",DALLAS,TX,13-2011,ACCOUNTANTS AND AUDITORS,ACCOUNTANT,Y,44500.0,Year,1,1,2015,Business and Financial Operations Occupations
84,84,84,I-200-10306-514283,CERTIFIED-WITHDRAWN,H-1B,CT CORPORATION SYSTEM,RIVERWOODS,IL,13-2011,ACCOUNTANTS AND AUDITORS,BUSINESS PROCESS ANALYST II,Y,74110.0,Year,0,1,2015,Business and Financial Operations Occupations
85,85,85,I-200-10306-740291,WITHDRAWN,H-1B,CHICAGO BRIDGE & IRON COMPANY (DELAWARE),HOUSTON,TX,17-2141,ELECTRICAL ENGINEERS,SENIOR ELECTRICAL ENGINEER I,Y,77738.0,Year,0,1,2015,Architecture and Engineering Occupations
86,86,86,I-200-10306-772964,CERTIFIED,H-1B,FEDERAL HOME LOAN MORTGAGE CORPORATION,MCLEAN,VA,15-2031,OPERATIONS RESEARCH ANALYSTS,FINANCIAL MODEL DEVELOPMENT SENIOR,Y,64085.0,Year,1,1,2015,Computer and Mathematical Occupations
87,87,87,I-200-10311-481687,CERTIFIED-WITHDRAWN,H-1B,VINSYS INFORMATION TECHNOLOGY INC,RESTON,VA,17-2141,"COMPUTER SOFTWARE ENGINEERS, SYSTEMS SOFTWARE",SOFTWARE ENGINEER,Y,66581.0,Year,0,1,2015,Architecture and Engineering Occupations
88,88,88,I-200-10313-706558,CERTIFIED,H-1B,CONOCOPHILLIPS COMPANY,HOUSTON,TX,17-2171,PETROLEUM ENGINEERS,RESERVOIR ENGINEERING ADVISOR,Y,197954.0,Year,1,1,2015,Architecture and Engineering Occupations
89,89,89,I-200-10314-530258,CERTIFIED-WITHDRAWN,H-1B,FEDERAL HOME LOAN MORTGAGE CO.,MCLEAN,VA,15-2031,OPERATIONS RESEARCH ANALYSTS,RISK MODELING SENIOR,Y,64085.0,Year,0,1,2015,Computer and Mathematical Occupations
90,90,90,I-200-10320-419136,CERTIFIED,H-1B,"T-MOBILE USA, INC.",BELLEVUE,WA,15-1141,DATABASE ADMINISTRATORS,"SENIOR ENGINEER, SOFTWARE APPLICATIONS",Y,95594.0,Year,1,1,2015,Computer and Mathematical Occupations
91,91,91,I-200-10320-665907,CERTIFIED,H-1B,PHILLIPS 66 COMPANY,HOUSTON,TX,19-2032,MATERIALS SCIENTISTS,ASSOCIATE ENGINEER,Y,40706.0,Year,1,1,2015,"Life, Physical, and Social Science Occupations"
92,92,92,I-200-10327-381878,CERTIFIED,H-1B,"ISR INFO WAY, INC.",MADISON,WI,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",SOFTWARE ENGINEER,Y,74776.0,Year,1,1,2015,Computer and Mathematical Occupations
93,93,93,I-200-10336-708819,CERTIFIED-WITHDRAWN,H-1B,CONOCOPHILLIPS COMPANY,HOUSTON,TX,19-2042,"GEOSCIENTISTS, EXCEPT HYDROLOGISTS AND GEOGRAPHERS",PRINCIPAL GEOLOGIST,Y,91520.0,Year,0,1,2015,"Life, Physical, and Social Science Occupations"
94,94,94,I-200-10337-130227,CERTIFIED-WITHDRAWN,H-1B,JOHNS HOPKINS UNIVERSITY,BALTIMORE,MD,19-4021,BIOLOGICAL TECHNICIANS,RESEARCH TECHNOLOGIST,Y,27768.0,Year,0,1,2015,"Life, Physical, and Social Science Occupations"
95,95,95,I-200-10340-007115,CERTIFIED,H-1B,"INFORMATION MANAGEMENT SERVICES, INC.",ROCKVILLE,MD,15-2041,STATISTICIANS,STATISTICIAN,Y,73050.0,Year,1,1,2015,Computer and Mathematical Occupations
96,96,96,I-200-10349-863015,CERTIFIED-WITHDRAWN,H-1B,CONOCOPHILLIPS COMPANY,HOUSTON,TX,17-2141,MECHANICAL ENGINEERS,SENIOR COMPLETION ENGINEER,Y,124030.0,Year,0,1,2015,Architecture and Engineering Occupations
97,97,97,I-200-10351-183252,CERTIFIED,H-1B,"LANYON SOLUTIONS, INC.",DALLAS,TX,15-1131,COMPUTER PROGRAMMERS,ASSOCIATE DEVELOPER,Y,48110.0,Year,1,1,2015,Computer and Mathematical Occupations
98,98,98,I-200-10362-295253,CERTIFIED-WITHDRAWN,H-1B,ALCOHOL MONITORING SYSTEMS INC,LITTLETON,CO,15-1131,COMPUTER PROGRAMMERS,SOFTWARE DEVELOPER,Y,54246.0,Year,0,1,2015,Computer and Mathematical Occupations
