,Unnamed: 0,Unnamed: 0.1,CASE_NUMBER,CASE_STATUS,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_CITY,EMPLOYER_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,STATUS_APPROVE,RELOCATE,year,descrpt
27,28,28,I-200-15295-497154,CERTIFIED,H-1B,VMS COMMUNICATIONS LLC,MIAMI,FL,11-1011,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,159370.0,Year,1,1,2016,Management Occupations
28,29,29,I-200-15295-970704,CERTIFIED,H-1B,"FINLAY EXTRACTS & INGREDIENTS USA, INC.",LINCOLN,RI,11-1011,CHIEF EXECUTIVES,VICE PRESIDENT OF OPERATIONS,Y,98550.0,Year,1,1,2016,Management Occupations
29,30,30,I-200-15296-086282,CERTIFIED-WITHDRAWN,H-1B,LABEL INSIGHT,SAINT LOUIS,MO,11-1011,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,130853.0,Year,0,0,2016,Management Occupations
30,31,31,I-200-15299-614107,CERTIFIED,H-1B,LABEL INSIGHT,SAINT LOUIS,MO,11-1011,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,130853.0,Year,1,0,2016,Management Occupations
31,32,32,I-200-15300-493730,CERTIFIED,H-1B,INN AT THE WICKLIFFE LLC,WICKLIFFE,OH,11-1011,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,52416.0,Year,1,1,2016,Management Occupations
32,33,33,I-200-15301-290931,CERTIFIED,H-1B,"DURHAM SCHOOL SERVICES, LP",WARRENVILLE,IL,11-1011,CHIEF EXECUTIVES,"VICE PRESIDENT, FINANCE AND OPERATIONS ANALYSIS",Y,130853.0,Year,1,1,2016,Management Occupations
33,34,34,I-200-15307-692781,CERTIFIED,H-1B,CB LANSING 300 LLP,LANSING,MI,11-1011,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,89107.0,Year,1,1,2016,Management Occupations
34,35,35,I-200-15308-110896,CERTIFIED,H-1B,"SOFTTEK INTEGRATION SYSTEMS, INC.",ATLANTA,GA,11-1011,CHIEF EXECUTIVES,ACCOUNT DIRECTOR,Y,130853.0,Year,1,0,2016,Management Occupations
35,36,36,I-200-15308-451021,CERTIFIED,H-1B,"SPARITY, INC.",ALPHARETTA,GA,11-1011,CHIEF EXECUTIVES,TECHNICAL DIRECTOR,Y,102190.0,Year,1,1,2016,Management Occupations
36,37,37,I-200-15310-399602,CERTIFIED,H-1B,"ADCONION DIRECT, INC.",SANTA MONICA,CA,11-1011,CHIEF EXECUTIVES,VICE PRESIDENT OF OPERATIONS,Y,197683.0,Year,1,0,2016,Management Occupations
37,38,38,I-200-15310-845942,CERTIFIED,H-1B,MAVENCARE US INC.,NEW YORK,NY,11-1011,CHIEF EXECUTIVES,SVP BUSINESS OPERATIONS AND DEVELOPMENT,Y,122179.0,Year,1,1,2016,Management Occupations
38,39,39,I-200-15313-565882,CERTIFIED,H-1B,"THE CHICAGO ATHENAEUM: CENTER FOR ARCHITECTURE, DESIGN & URBAN STUDIES",GALENA,IL,11-1011,CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,54766.0,Year,1,1,2016,Management Occupations
39,40,40,I-200-15314-689844,CERTIFIED,H-1B,MED ADVANTAGE LLC,BLOOMFIELD,NJ,11-1011,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,187200.0,Year,1,1,2016,Management Occupations
40,41,41,I-200-15315-883573,DENIED,H-1B,RANCHO LA PUERTA LLC,SAN DIEGO,CA,11-1011,CHIEF EXECUTIVES,PRESIDENT,Y,197683.2,Year,0,1,2016,Management Occupations
41,42,42,I-200-15327-354162,CERTIFIED,H-1B,RANCHO LA PUERTA LLC,SAN DIEGO,CA,11-1011,CHIEF EXECUTIVES,PRESIDENT,Y,197683.2,Year,1,1,2016,Management Occupations
42,43,43,I-200-15329-050228,CERTIFIED,H-1B,SPRING BRANCH COMMUNITY HEALTH CENTER,HOUSTON,TX,11-1011,CHIEF EXECUTIVES,CHIEF MEDICAL OFFICER,Y,187200.0,Year,1,0,2016,Management Occupations
43,44,44,I-200-15329-297436,CERTIFIED,H-1B,SPRING BRANCH COMMUNITY HEALTH CENTER,HOUSTON,TX,11-1011,CHIEF EXECUTIVES,CHIEF MEDICAL OFFICER,Y,187200.0,Year,1,1,2016,Management Occupations
44,45,45,I-200-15334-017643,CERTIFIED,H-1B,"PAXTERRA SOLUTIONS, INC.",RICHARDSON,TX,11-1011,CHIEF EXECUTIVES,"ASSISTANT VICE PRESIDENT, BUSINESS DEVELOPMENT",Y,102190.0,Year,1,0,2016,Management Occupations
45,46,46,I-200-15336-030345,CERTIFIED,H-1B,VARIANTYX INC.,ASHLAND,MA,11-1011,CHIEF EXECUTIVES,CHIEF INFORMATION OFFICER,Y,164403.0,Year,1,1,2016,Management Occupations
46,47,47,I-200-15338-112452,CERTIFIED,H-1B,NATURAL AMERICAN FOODS INC.,ONSTED,MI,11-1011,CHIEF EXECUTIVES,VICE PRESIDENT OF QUALITY,Y,145829.0,Year,1,1,2016,Management Occupations
47,48,48,I-200-15338-864185,CERTIFIED,H-1B,NATURAL AMERICAN FOODS INC.,ONSTED,MI,11-1011,CHIEF EXECUTIVES,VICE PRESIDENT OF QUALITY,Y,145829.0,Year,1,1,2016,Management Occupations
48,49,49,I-200-15343-545334,CERTIFIED,H-1B,"PRONTO GENERAL AGENCY, LTD.",BROWNSVILLE,TX,11-1011,CHIEF EXECUTIVES,PRESIDENT,Y,161179.0,Year,1,1,2016,Management Occupations
49,50,50,I-200-15343-834154,CERTIFIED,H-1B,CENTRAL OCEANS USA LLC,CHARLOTTE,NC,11-1011,CHIEF EXECUTIVES,PRESIDENT & CHIEF EXECUTIVE OFFICER,Y,187075.0,Year,1,0,2016,Management Occupations
50,51,51,I-200-15344-843111,CERTIFIED-WITHDRAWN,H-1B,"AMPED, INC.",SAN FRANCISCO,CA,11-1011,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,187200.0,Year,0,1,2016,Management Occupations
51,52,52,I-200-15348-975688,CERTIFIED,H-1B,"UNDER ARMOUR, INC.",BALTIMORE,MD,11-1011,CHIEF EXECUTIVES,"SR. DIRECTOR, BUSINESS PERFORMANCE MANAGEMENT",Y,137966.0,Year,1,1,2016,Management Occupations
52,53,53,I-200-15350-735784,CERTIFIED,H-1B,MAX PLANCK FLORIDA CORPORATION,JUPITER,FL,11-1011,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,187200.0,Year,1,1,2016,Management Occupations
53,54,54,I-200-15350-876139,CERTIFIED,H-1B,MAX PLANCK FLORIDA CORPORATION,JUPITER,FL,11-1011,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,226616.0,Year,1,1,2016,Management Occupations
54,55,55,I-200-15356-812518,CERTIFIED,H-1B,"FISERV AUTOMOTIVE SOLUTIONS, INC.",BROOKFIELD,WI,11-1011,CHIEF EXECUTIVES,"PRESIDENT, LENDING SOLUTIONS",Y,221541.0,Year,1,0,2016,Management Occupations
55,56,56,I-200-15357-108174,CERTIFIED,H-1B,"HBN MEDIA, INC.",MARIETTA,GA,11-1011,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,198266.0,Year,1,1,2016,Management Occupations
56,57,57,I-200-15357-900958,CERTIFIED,H-1B,ADVENTIST HEALTH SYSTEM SUNBELT,ALTAMONTE SPRINGS,FL,11-1011,CHIEF EXECUTIVES,REGIONAL CHIEF MEDICAL INFORMATION OFFICER,Y,221541.0,Year,1,1,2016,Management Occupations
57,58,58,I-200-15362-675261,CERTIFIED,H-1B,CENTRAL OCEANS USA LLC,CHARLOTTESVILLE,VA,11-1011,CHIEF EXECUTIVES,PRESIDENT &AMP; CHIEF EXECUTIVE OFFICER,Y,187075.0,Year,1,1,2016,Management Occupations
58,59,59,I-200-16004-004651,CERTIFIED,H-1B,"MAP HEALTH MANAGEMENT , LLC",AUSTIN,TX,11-1011,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,202634.0,Year,1,0,2016,Management Occupations
59,60,60,I-200-16008-731126,CERTIFIED,H-1B,BENEFUEL INC.,IRVING,TX,11-1011,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,Year,1,1,2016,Management Occupations
60,61,61,I-200-16011-049273,CERTIFIED,H-1B,RIVIAN AUTOMOTIVE LLC,LIVONIA,MI,11-1011,CHIEF EXECUTIVES,CHIEF STRATEGY OFFICER,Y,194875.0,Year,1,1,2016,Management Occupations
61,62,62,I-200-16011-195432,CERTIFIED,H-1B,UNIVERSITY AT ALBANY,ALBANY,NY,11-1011,CHIEF EXECUTIVES,DIRECTOR,Y,75293.0,Year,1,1,2016,Management Occupations
62,63,63,I-200-16013-502758,CERTIFIED,H-1B,ARICENT US INC.,EAST BRUNSWICK,NJ,11-1011,CHIEF EXECUTIVES,"PRESIDENT, COMMUNICATIONS",Y,253448.0,Year,1,0,2016,Management Occupations
63,64,64,I-200-16013-828650,WITHDRAWN,H-1B,UNIVERSAL CITY STUDIOS PRODUCTION LLLP,ORLANDO,FL,11-1011,CHIEF EXECUTIVES,"SENIOR DIRECTOR, RIDE AND SHOW",Y,178942.0,Year,0,1,2016,Management Occupations
64,65,65,I-200-16014-756091,CERTIFIED,H-1B,"ZEETOGROUP, LLC",SAN DIEGO,CA,11-1011,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER (CEO),Y,246522.0,Year,1,1,2016,Management Occupations
65,66,66,I-200-16022-722975,WITHDRAWN,H-1B,"OAK STREET HEALTH MSO, LLC",CHICAGO,IL,11-1011,CHIEF EXECUTIVES,CHIEF INNOVATION OFFICER & SENIOR VP OF CLINICAL SYSTEMS,Y,178776.0,Year,0,1,2016,Management Occupations
66,67,67,I-200-16023-946024,CERTIFIED,H-1B,"OAK STREET HEALTH MSO, LLC",CHICAGO,IL,11-1011,CHIEF EXECUTIVES,CHIEF INNOVATION OFFICER & SENIOR VP OF CLINICAL SYSTEMS,Y,178776.0,Year,1,1,2016,Management Occupations
67,68,68,I-200-16025-080607,CERTIFIED,H-1B,TOTAL CIVIL CONSTRUCTION & ENGINEERING LLC,LANHAM,MD,11-1011,CHIEF EXECUTIVES,VICE PRESIDENT,Y,103480.0,Year,1,1,2016,Management Occupations
68,69,69,I-200-16025-408501,CERTIFIED,H-1B,FYBR LLC,CHESTERFIELD,MO,11-1011,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,151507.0,Year,1,1,2016,Management Occupations
69,70,70,I-200-16025-623373,CERTIFIED,H-1B,TOTAL CIVIL CONSTRUCTION & ENGINEERING LLC,LANHAM,MD,11-1011,CHIEF EXECUTIVES,VICE PRESIDENT,Y,103480.0,Year,1,1,2016,Management Occupations
70,71,71,I-200-16027-226633,CERTIFIED,H-1B,"GREENLAM AMERICA, INC.",DORAL,FL,11-1011,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,159370.0,Year,1,1,2016,Management Occupations
71,72,72,I-200-16027-339569,CERTIFIED,H-1B,UNIVERSAL CITY STUDIOS PRODUCTION LLLP,ORLANDO,FL,11-1011,CHIEF EXECUTIVES,"SENIOR DIRECTOR, RIDE AND SHOW",Y,178942.0,Year,1,1,2016,Management Occupations
72,73,73,I-200-16028-549997,CERTIFIED,H-1B,CLARKE CAPITAL PARTNERS LLC,PROVO,UT,11-1011,CHIEF EXECUTIVES,MANAGING DIRECTOR - TECHNOLOGY,Y,159370.0,Year,1,0,2016,Management Occupations
73,74,74,I-200-16033-837236,CERTIFIED,H-1B,"RINA SYSTEMS, LLC",CINCINNATI,OH,11-1011,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,155958.0,Year,1,1,2016,Management Occupations
74,75,75,I-200-16035-291161,CERTIFIED,H-1B,ZYKA FOODS INC.,CARSON,CA,11-1011,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,117998.0,Year,1,1,2016,Management Occupations
75,76,76,I-200-16036-333127,DENIED,H-1B,EAGLE MINE LLC,CHAMPION,MI,11-1011,CHIEF EXECUTIVES,GENERAL MANAGER,Y,116334.0,Year,0,1,2016,Management Occupations
76,77,77,I-200-16036-525287,CERTIFIED,H-1B,EAGLE MINE LLC,CHAMPION,MI,11-1011,CHIEF EXECUTIVES,GENERAL MANAGER,Y,116334.0,Year,1,1,2016,Management Occupations
77,78,78,I-200-16037-383426,CERTIFIED,H-1B,"CALIFORNIA MASTERPLANT, INC.",TRACY,CA,11-1011,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,85051.0,Year,1,1,2016,Management Occupations
78,79,79,I-200-16039-097481,CERTIFIED,H-1B,HARBAR LLC,CANTON,MA,11-1011,CHIEF EXECUTIVES,CFO & VP BUSINESS DEVELOPMENT,Y,254821.0,Year,1,1,2016,Management Occupations
79,80,80,I-200-16039-469013,DENIED,H-1B,BAKER & MCKENZIE PC,CHICAGO,IL,11-1011,CHIEF EXECUTIVES,PRINCIPAL (ATTORNEY) AND CHAIRMAN OF THE EXECUTIVE COMMITTEE,Y,226699.0,Year,0,1,2016,Management Occupations
80,81,81,I-200-16041-184010,CERTIFIED,H-1B,"ARUZE GAMING AMERICA, INC.",LAS VEGAS,NV,11-1011,CHIEF EXECUTIVES,VICE PRESIDENT OF CORPORATE STRATEGY,Y,82514.0,Year,1,1,2016,Management Occupations
81,82,82,I-200-16041-423978,CERTIFIED,H-1B,SD MANAGEMENT GROUP LLC,CHARLOTTESVILLE,VA,11-1011,CHIEF EXECUTIVES,CHIEF SUSTAINABILITY OFFICER,Y,17264.0,Year,1,1,2016,Management Occupations
82,83,83,I-200-16043-752746,DENIED,H-1B,"MANITOWOC FSG OPERATIONS, LLC",MANITOWOC,WI,11-1011,CHIEF EXECUTIVES,VP DIGITAL STRATEGY,Y,202363.0,Year,0,0,2016,Management Occupations
83,84,84,I-200-16043-870398,CERTIFIED,H-1B,"BON WORTH, INC.",HENDERSONVILLE,NC,11-1011,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,125424.0,Year,1,1,2016,Management Occupations
84,85,85,I-200-16046-574943,CERTIFIED,H-1B,"ASHLEY HOMESTORES, LTD.",ARCADIA,WI,11-1011,CHIEF EXECUTIVES,"EXECUTIVE VICE PRESIDENT, BRAND DEVELOPMENT",Y,158038.0,Year,1,0,2016,Management Occupations
85,86,86,I-200-16046-856338,CERTIFIED,H-1B,"BARFRESH, INC.",DENVER,CO,11-1011,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,164050.0,Year,1,0,2016,Management Occupations
86,87,87,I-200-16048-014597,CERTIFIED,H-1B,ROBERTSON FOUNDATION,NEW YORK,NY,11-1011,CHIEF EXECUTIVES,PRESIDENT AND CHIEF EXECUTIVE OFFICER,Y,233418.0,Year,1,1,2016,Management Occupations
87,88,88,I-200-16048-329176,CERTIFIED,H-1B,KIS USA LLC,RALEIGH,NC,11-1011,CHIEF EXECUTIVES,VICE PRESIDENT,Y,163966.0,Year,1,0,2016,Management Occupations
88,89,89,I-200-16048-821508,CERTIFIED,H-1B,ONMOBILE USA LLC,CORAL GABLES,FL,11-1011,CHIEF EXECUTIVES,SENIOR VP - GLOBAL CONTENT AND MULTI-MEDIA STRATEGY,Y,210122.0,Year,1,0,2016,Management Occupations
89,90,90,I-200-16049-007438,WITHDRAWN,H-1B,BAKER & MCKENZIE PC,CHICAGO,IL,11-1011,CHIEF EXECUTIVES,PRINCIPAL (ATTORNEY) AND CHAIRMAN OF THE EXECUTIVE COMMITTEE,Y,226699.0,Year,0,1,2016,Management Occupations
90,91,91,I-200-16049-218442,CERTIFIED,H-1B,BAKER & MCKENZIE PC,CHICAGO,IL,11-1011,CHIEF EXECUTIVES,PRINCIPAL (ATTORNEY) AND CHAIRMAN OF THE EXECUTIVE COMMITTEE,Y,226699.0,Year,1,1,2016,Management Occupations
91,92,92,I-200-16049-988066,CERTIFIED,H-1B,"CORO INVESTMENTS, LP",RESTON,VA,11-1011,CHIEF EXECUTIVES,"VICE PRESIDENT, USA OPERATIONS",Y,103480.0,Year,1,1,2016,Management Occupations
92,93,93,I-200-16050-211556,CERTIFIED,H-1B,"AMERICAN REFINING GROUP, INC.",W CONSHOHOCKEN,PA,11-1011,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT OF OPERATIONS,Y,202738.0,Year,1,0,2016,Management Occupations
93,94,94,I-200-16050-424365,CERTIFIED-WITHDRAWN,H-1B,MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,11-1011,CHIEF EXECUTIVES,VICE PRESIDENT OF FINANCE - INTEGRATED DELIVERY SYSTEM,Y,212618.0,Year,0,1,2016,Management Occupations
94,95,95,I-200-16052-208719,CERTIFIED,H-1B,"NEWLINK COMMUNICATIONS GROUP, LLC",MIAMI,FL,11-1011,CHIEF EXECUTIVES,VICE PRESIDENT OF BUSINESS DEVELOPMENT,Y,113090.0,Year,1,1,2016,Management Occupations
95,96,96,I-200-16054-088353,CERTIFIED,H-1B,99TH AVENUE HOLDINGS LLC,NEW YORK,NY,11-1011,CHIEF EXECUTIVES,CHIEF EXECUTIVE OF FITNESS MANAGEMENT,Y,187200.0,Year,1,1,2016,Management Occupations
96,97,97,I-200-16055-118396,CERTIFIED,H-1B,"ASTELLAS PHARMA US, INC.",NORTHBROOK,IL,11-1011,CHIEF EXECUTIVES,"EXECUTIVE DIRECTOR, INTERNATIONAL BUSINESS",Y,226699.0,Year,1,1,2016,Management Occupations
97,98,98,I-200-16055-120391,CERTIFIED,H-1B,STRYKER CORPORATION,KALAMAZOO,MI,11-1011,CHIEF EXECUTIVES,"VP, GLOBAL IT GOVERNANCE & PERFORMANCE MEASUREMENT",Y,189862.0,Year,1,1,2016,Management Occupations
98,99,99,I-200-16055-182403,CERTIFIED-WITHDRAWN,H-1B,"MANITOWOC FSG OPERATIONS, LLC",MANITOWOC,WI,11-1011,CHIEF EXECUTIVES,VP DIGITAL STRATEGY,Y,202363.0,Year,0,0,2016,Management Occupations
99,100,100,I-200-16055-663846,CERTIFIED,H-1B,NORTHWELL HEALTH,GREAT NECK,NY,11-1011,CHIEF EXECUTIVES,VP INTERNATIONAL BUSINESS DEVELOPMENT,Y,252429.0,Year,1,0,2016,Management Occupations
100,101,101,I-200-16056-817850,CERTIFIED,H-1B,UGAM SOLUTIONS SEZ PVT. LTD,FRISCO,TX,11-1011,CHIEF EXECUTIVES,ASSISTANT VICE PRESIDENT,Y,102190.0,Year,1,0,2016,Management Occupations
101,102,102,I-200-16056-956563,CERTIFIED,H-1B,AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,WASHINGTON,DC,11-1011,CHIEF EXECUTIVES,CHIEF OF STAFF,Y,195728.0,Year,1,1,2016,Management Occupations
102,103,103,I-200-16057-133357,CERTIFIED,H-1B,FARADAY&FUTURE INC,GARDENA,CA,11-1011,CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,256173.0,Year,1,1,2016,Management Occupations
103,104,104,I-200-16057-255578,CERTIFIED,H-1B,MILK SPECIALTIES GLOBAL,EDEN PRAIRIE,MN,11-1011,CHIEF EXECUTIVES,"VICE PRESIDENT, INTERNATIONAL SALES, HUMAN NUTRITION",Y,146300.0,Year,1,1,2016,Management Occupations
104,105,105,I-200-16057-376308,DENIED,H-1B,MILK SPECIALTIES GLOBAL,EDEN PRAIRIE,MN,11-1011,CHIEF EXECUTIVES,"VICE PRESIDENT, INTERNATIONAL SALES, HUMAN NUTRITION",Y,146300.0,Year,0,1,2016,Management Occupations
105,106,106,I-200-16057-702630,CERTIFIED-WITHDRAWN,H-1B,"HARGRAY COMMUNICATIONS GROUP, INC.",HILTON HEAD ISLAND,SC,11-1011,CHIEF EXECUTIVES,"SR. VICE PRESIDENT, TECHNOLOGY & OPERATIONS",Y,145122.0,Year,0,1,2016,Management Occupations
106,107,107,I-200-16058-854768,CERTIFIED,H-1B,DIAMONDS DIRECT USA INC,CHARLOTTE,NC,11-1011,CHIEF EXECUTIVES,PRESIDENT/CEO,Y,187200.0,Year,1,1,2016,Management Occupations
107,108,108,I-200-16060-053399,CERTIFIED,H-1B,"NATURAL POWER AND ENERGY, LLC",SCOTTSDALE,AZ,11-1011,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,213200.0,Year,1,1,2016,Management Occupations
