,Unnamed: 0,Unnamed: 0.1,CASE_NUMBER,CASE_STATUS,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_CITY,EMPLOYER_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,STATUS_APPROVE,RELOCATE,year,descrpt
15,15,15,I-200-10083-548798,CERTIFIED-WITHDRAWN,H-1B,"V-SOFT CONSULTING GROUP, INC",LOUISVILLE,KY,15-1021,Network Systems and Data Communications Analysts,NETWORK ENGINEER,Y,52770.0,Year,0,0,2012,Computer and Mathematical Occupations
16,16,16,I-200-10099-251099,CERTIFIED-WITHDRAWN,H-1B,SVK SYSTEMS INC,JOHNS CREEK,GA,15-1021,Computer Systems Analysts,PROGRAMMER / ANALYST,Y,54246.0,Year,0,1,2012,Computer and Mathematical Occupations
17,17,17,I-200-10102-384129,CERTIFIED-WITHDRAWN,H-1B,TEMPLE UNIVERSITY--A COMMONWEALTH UNIVERSITY,PHILADELPHIA,PA,15-1021,"Business Teachers, Postsecondary",ASSISTANT PROFESSOR (TOURISM/HOSPITALITY),Y,44500.0,Year,0,1,2012,Computer and Mathematical Occupations
18,18,18,I-200-10113-878083,CERTIFIED-WITHDRAWN,H-1B,WASHINGTON UNIVERSITY IN ST. LOUIS,ST. LOUIS,MO,15-1021,Biological Technicians,LABORATORY TECHNICIAN,Y,27082.0,Year,0,1,2012,Computer and Mathematical Occupations
19,19,19,I-200-10147-067488,CERTIFIED-WITHDRAWN,H-1B,WASHINGTON UNIVERSITY IN ST. LOUIS,ST. LOUIS,MO,15-1021,"Medical Scientists, Except Epidemiologists",RESEARCH INSTRUCTOR,Y,37482.0,Year,0,1,2012,Computer and Mathematical Occupations
20,20,20,I-200-10151-254189,CERTIFIED-WITHDRAWN,H-1B,LOUISIANA STATE UNIVERSITY AND A & M COLLEGE,BATON ROUGE,LA,15-1021,"Geoscientists, Except Hydrologists and Geographers",RESEARCH ASSOCIATE 3,Y,40007.0,Year,0,1,2012,Computer and Mathematical Occupations
21,21,21,I-200-10165-864991,CERTIFIED-WITHDRAWN,H-1B,WASHINGTON UNIVERSITY IN ST. LOUIS,ST. LOUIS,MO,15-1021,Physicists,STAFF SCIENTIST,Y,46093.0,Year,0,1,2012,Computer and Mathematical Occupations
22,22,22,I-200-10189-088632,CERTIFIED-WITHDRAWN,H-1B,"PRIMESOFT, INC",PISCATAWAY,NJ,15-1021,Computer Programmers,PROGRAMMER ANALYST,Y,52541.0,Year,0,0,2012,Computer and Mathematical Occupations
23,23,23,I-200-10204-158765,CERTIFIED,H-1B,STREAMINGEDGE.COM INC,NEW YORK,NY,15-1132,"Software Developers, Applications",SENIOR SOFTWARE ENGINEER,Y,101629.0,Year,1,1,2012,Computer and Mathematical Occupations
24,24,24,I-200-10207-816056,CERTIFIED-WITHDRAWN,H-1B,ALEKA SYSTEMS LLC,LAWRENCEVILLE,NJ,15-1021,Computer Programmers,COMPUTER PROGRAMMER,Y,50752.0,Year,0,0,2012,Computer and Mathematical Occupations
25,25,25,I-200-10216-617410,CERTIFIED-WITHDRAWN,H-1B,"PRIMESOFT, INC",PISCATAWAY,NJ,15-1021,Computer Programmers,PROGRAMMER ANALYST,Y,58053.0,Year,0,0,2012,Computer and Mathematical Occupations
26,26,26,I-200-10228-769448,CERTIFIED-WITHDRAWN,H-1B,WASHINGTON UNIVERSITY IN ST. LOUIS,ST. LOUIS,MO,15-1021,"Medical Scientists, Except Epidemiologists",RESEARCH INSTRUCTOR,Y,39229.0,Year,0,1,2012,Computer and Mathematical Occupations
27,27,27,I-200-10230-600410,CERTIFIED-WITHDRAWN,H-1B,WASHINGTON UNIVERSITY IN ST. LOUIS,ST. LOUIS,MO,15-1021,"Medical Scientists, Except Epidemiologists",POSTDOCTORAL RESEARCH ASSOCIATE/SCHOLAR,Y,39229.0,Year,0,1,2012,Computer and Mathematical Occupations
28,28,28,I-200-10242-438184,CERTIFIED-WITHDRAWN,H-1B,WASHINGTON UNIVERSITY IN ST. LOUIS,ST. LOUIS,MO,15-1021,Mathematicians,POSTDOCTORAL RESEARCH ASSOCIATE/SCHOLAR,Y,40373.0,Year,0,1,2012,Computer and Mathematical Occupations
29,29,29,I-200-10243-720155,CERTIFIED,H-1B,"CADDELL CONSTRUCTION CO., INC.",MONTGOMERY,AL,27-1025,Interior Designers,ARCHITECTURAL DESIGNER,Y,38854.0,Year,1,1,2012,"Arts, Design, Entertainment, Sports, and Media Occupations"
30,30,30,I-200-10275-371820,CERTIFIED-WITHDRAWN,H-1B,"PRIMESOFT, INC",PISCATAWAY,NJ,15-1021,Computer Systems Analysts,BUSINESS ANALYST,Y,59613.0,Year,0,0,2012,Computer and Mathematical Occupations
31,31,31,I-200-10286-488967,CERTIFIED-WITHDRAWN,H-1B,"V-SOFT CONSULTING GROUP, INC",LOUISVILLE,KY,15-1021,Computer Programmers,PROGRAMMER ANALYST,Y,48069.0,Year,0,0,2012,Computer and Mathematical Occupations
32,32,32,I-200-10306-211890,CERTIFIED,H-1B,"3S NETWORK, INC.",BELLEVUE,WA,17-3023,Electrical and Electronics Engineering Technicians,NETWORK SYSTEM ENGINEER,Y,44928.0,Year,1,0,2012,Architecture and Engineering Occupations
33,33,33,I-200-10306-353101,CERTIFIED,H-1B,"3S NETWORK, INC.",BELLEVUE,WA,17-3022,Civil Engineering Technicians,CIVIL ENGINEERING TECHNICIAN,Y,28850.0,Year,1,0,2012,Architecture and Engineering Occupations
34,34,34,I-200-10314-590506,CERTIFIED-WITHDRAWN,H-1B,IBM CORPORATION,RTP,NC,13-1111,Management Analysts,MANAGING CONSULTANT,Y,82139.0,Year,0,0,2012,Business and Financial Operations Occupations
35,35,35,I-200-10315-411923,CERTIFIED-WITHDRAWN,H-1B,IBM CORPORATION,RTP,NC,15-1031,,MANAGING CONSULTANT,Y,77418.0,Year,0,0,2012,Computer and Mathematical Occupations
36,36,36,I-200-10341-951750,CERTIFIED,H-1B,PROHEALTH HOMECARE INC.,SAN JOSE,CA,13-2051,Financial Analysts,FINANCIAL  ANALYST,Y,64064.0,Year,1,1,2012,Business and Financial Operations Occupations
37,37,37,I-200-11010-287866,CERTIFIED-WITHDRAWN,H-1B,UNIVERSITY OF COLORADO,BOULDER,CO,15-1021,Chemists,RESEARCH ASSOCIATE,Y,44200.0,Year,0,1,2012,Computer and Mathematical Occupations
38,38,38,I-200-11020-257682,CERTIFIED,H-1B,MYLAN PHARMACEUTICALS INC.,MORGANTOWN,WV,19-2031,Chemists,FORMULATION SCIENTIST,Y,51834.0,Year,1,1,2012,"Life, Physical, and Social Science Occupations"
39,39,39,I-200-11028-897800,CERTIFIED-WITHDRAWN,H-1B,ALEKA SYSTEMS LLC,TEANECK,NJ,15-1021,Computer Programmers,COMPUTER PROGRAMMERS,Y,51168.0,Year,0,0,2012,Computer and Mathematical Occupations
40,40,40,I-200-11034-189036,CERTIFIED-WITHDRAWN,H-1B,THE UNIVERSITY OF KANSAS,LAWRENCE,KS,15-1021,Biochemists and Biophysicists,RESEARCH ASSOCIATE,Y,35838.0,Year,0,1,2012,Computer and Mathematical Occupations
41,41,41,I-200-11039-986181,CERTIFIED-WITHDRAWN,H-1B,IBM COORPORATION,RTP,NC,15-1021,Computer Systems Analysts,SENIOR CONSULTANT,Y,46322.0,Year,0,0,2012,Computer and Mathematical Occupations
42,42,42,I-200-11040-471663,CERTIFIED-WITHDRAWN,H-1B,ALEKA SYSTEMS LLC,TEANECK,NJ,15-1021,Computer Programmers,COMPUTER PROGRAMMER,Y,60986.0,Year,0,0,2012,Computer and Mathematical Occupations
43,43,43,I-200-11047-455676,CERTIFIED-WITHDRAWN,H-1B,"V-SOFT CONSULTING GROUP, INC",LOUISVILLE,KY,15-1021,Computer Programmers,PROGRAMMER ANALYST,Y,50752.0,Year,0,0,2012,Computer and Mathematical Occupations
44,44,44,I-200-11054-484847,CERTIFIED,H-1B,MULTIVISION INC.,FAIRFAX,VA,15-1132,"Software Developers, Applications",SOFTWARE DEVELOPER,Y,67454.0,Year,1,0,2012,Computer and Mathematical Occupations
45,45,45,I-200-11070-568833,CERTIFIED-WITHDRAWN,H-1B,IBM CORPORATION,RTP,NC,15-1031,,MANAGING CONSULTANT,Y,39458.0,Year,0,0,2012,Computer and Mathematical Occupations
46,46,46,I-200-11088-730021,CERTIFIED,H-1B,"COMTEC CONSULTANTS, INC.",KENNER,LA,15-1131,Computer Programmers,COMPUTER PROGRAMMER ANALYST,Y,31262.0,Year,1,1,2012,Computer and Mathematical Occupations
47,47,47,I-200-11088-917357,CERTIFIED-WITHDRAWN,H-1B,3EGEUSAGROUP LLC,PISCATAWAY,NJ,15-1021,Computer Systems Analysts,BUSINESS ANALYST,Y,59613.0,Year,0,0,2012,Computer and Mathematical Occupations
48,48,48,I-200-11097-524417,CERTIFIED,H-1B,ZYNGA INC.,SAN FRANCISCO,CA,15-2031,Operations Research Analysts,OPTIMIZATION ANALYST,Y,75130.0,Year,1,1,2012,Computer and Mathematical Occupations
49,49,49,I-200-11102-627263,CERTIFIED-WITHDRAWN,H-1B,"GILT GROUPE, INC.",NEW YORK,NY,15-1021,Marketing Managers,"GENERAL MANAGER, GILT TASTE",Y,192837.0,Year,0,1,2012,Computer and Mathematical Occupations
50,50,50,I-200-11115-419547,CERTIFIED,H-1B,ACCENTURE LLP,CHICAGO,IL,15-1799,"Computer Occupations, All Other*",COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT,Y,70408.0,Year,1,0,2012,Computer and Mathematical Occupations
51,51,51,I-200-11118-883522,CERTIFIED,H-1B,ACCENTURE LLP,CHICAGO,IL,15-1799,"Computer Occupations, All Other*",COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2,Y,70408.0,Year,1,0,2012,Computer and Mathematical Occupations
52,52,52,I-200-11129-006505,CERTIFIED-WITHDRAWN,H-1B,"V-SOFT CONSULTING GROUP, INC",LOUISVILLE,KY,15-1021,Computer Programmers,PROGRAMMER ANALYST,Y,50752.0,Year,0,0,2012,Computer and Mathematical Occupations
53,53,53,I-200-11132-437751,CERTIFIED,H-1B,ACCENTURE LLP,CHICAGO,IL,15-1131,Computer Programmers,COMPUTER PROGRAMMER/CONFIGURER 2,Y,60568.0,Year,1,0,2012,Computer and Mathematical Occupations
54,54,54,I-200-11137-173467,CERTIFIED-WITHDRAWN,H-1B,IBM CORPORATION,RTP,NC,13-1111,Management Analysts,SENIOR CONSULTANT,Y,75067.0,Year,0,0,2012,Business and Financial Operations Occupations
55,55,55,I-200-11164-864394,CERTIFIED,H-1B,"HCL AMERICA, INC.",SUNNYVALE,CA,15-1121,Computer Systems Analysts,SYSTEMS ANALYST,Y,53061.0,Year,1,0,2012,Computer and Mathematical Occupations
56,56,56,I-200-11167-285898,CERTIFIED,H-1B,"CANNON DESIGN, INC.",BOSTON,MA,15-1021,"Architects, Except Landscape and Naval",ARCHITECT I,Y,52042.0,Year,1,1,2012,Computer and Mathematical Occupations
57,57,57,I-200-11174-261272,CERTIFIED,H-1B,"HCL AMERICA, INC.",SUNNYVALE,CA,15-1131,Computer Programmers,PROGRAMMER ANALYST,Y,45178.0,Year,1,0,2012,Computer and Mathematical Occupations
58,58,58,I-200-11174-583728,CERTIFIED,H-1B,"JT INTERNATIONAL U.S.A., INC.",TEANECK,NJ,13-1161,Market Research Analysts and Marketing Specialists,CONSUMER & TRADE MARKETING ASSOCIATE,Y,44616.0,Year,1,1,2012,Business and Financial Operations Occupations
59,59,59,I-200-11181-276907,CERTIFIED-WITHDRAWN,H-1B,IBM CORPORATION,RTP,NC,13-1111,Management Analysts,SENIOR MANAGING CONSULTANT,Y,44699.0,Year,0,0,2012,Business and Financial Operations Occupations
60,60,60,I-200-11182-749486,CERTIFIED,H-1B,"HCL AMERICA, INC.",SUNNYVALE,CA,15-1141,Database Administrators,DATABASE ADMINISTRATOR,Y,50960.0,Year,1,0,2012,Computer and Mathematical Occupations
61,61,61,I-200-11182-852285,CERTIFIED,H-1B,"HCL AMERICA, INC.",SUNNYVALE,CA,15-1142,Network and Computer Systems Administrators*,NETWORK ADMINISTRATOR,Y,60611.0,Year,1,0,2012,Computer and Mathematical Occupations
62,62,62,I-200-11195-402865,CERTIFIED,H-1B,"SUSQUEHANNA INTERNATIONAL GROUP, LLP",BALA CYNWYD,PA,15-1132,"Software Developers, Applications",SOFTWARE DEVELOPER - MID,Y,78520.0,Year,1,1,2012,Computer and Mathematical Occupations
63,63,63,I-200-11202-067647,CERTIFIED,H-1B,ACCENTURE LLP,CHICAGO,IL,15-1131,Computer Programmers,COMPUTER PROGRAMMER/CONFIGURER 1,Y,42120.0,Year,1,0,2012,Computer and Mathematical Occupations
64,64,64,I-200-11203-900809,CERTIFIED-WITHDRAWN,H-1B,"V-SOFT CONSULTING GROUP, INC",LOUISVILLE,KY,15-1131,Computer Programmers,PROGRAMMER ANALYST,Y,46197.0,Year,0,0,2012,Computer and Mathematical Occupations
65,65,65,I-200-11209-608143,CERTIFIED,H-1B,ACCENTURE LLP,CHICAGO,IL,15-1131,Computer Programmers,COMPUTER PROGRAMMER/CONFIGURER 2,Y,68578.0,Year,1,0,2012,Computer and Mathematical Occupations
66,66,66,I-200-11210-086071,CERTIFIED,H-1B,"M.C. DEAN, INC.",DULLES,VA,17-2071,Electrical Engineers,STAFF COMMISSIONING ENGINEER,Y,65021.0,Year,1,1,2012,Architecture and Engineering Occupations
67,67,67,I-200-11213-109639,WITHDRAWN,H-1B,MOREHOUSE PARISH SCHOOL BOARD,BASTROP,LA,25-2022,"Middle School Teachers, Except Special and Career/",MIDDLE SCHOOL ENGLISH TEACHER,Y,29500.0,Year,0,1,2012,"Education, Training, and Library Occupations"
68,68,68,I-200-11214-150441,CERTIFIED-WITHDRAWN,H-1B,"CURRIER, MCCABE & ASSOCIATES, INC.",LATHAM,NY,15-1141,Database Administrators,ORACLE FUSION MIDDLEWARE ADMINISTRATOR,Y,86736.0,Year,0,0,2012,Computer and Mathematical Occupations
69,70,70,I-200-11216-884521,CERTIFIED,H-1B,"HCL AMERICA, INC.",SUNNYVALE,CA,15-1121,Computer Systems Analysts,SYSTEMS ANALYST,Y,54475.0,Year,1,0,2012,Computer and Mathematical Occupations
70,71,71,I-200-11217-716048,CERTIFIED,H-1B,"INTERTEK USA INC., DBA INTERTEK CALEB BRETT",HOUSTON,TX,15-1132,"Software Developers, Applications",SENIOR JAVA DEVELOPER,Y,78936.0,Year,1,1,2012,Computer and Mathematical Occupations
71,73,73,I-200-11222-033487,CERTIFIED,H-1B,"THE GAP, INC.",SAN FRANCISCO,CA,27-1022,Fashion Designers,DESIGNER OUTERWEAR,Y,81453.0,Year,1,0,2012,"Arts, Design, Entertainment, Sports, and Media Occupations"
72,74,74,I-200-11227-517932,CERTIFIED,H-1B,"THE GOLDMARK GROUP, INC.",CLIFTON,NJ,27-1024,Graphic Designers,GRAPHIC DESIGNER,Y,50600.0,Year,1,1,2012,"Arts, Design, Entertainment, Sports, and Media Occupations"
73,75,75,I-200-11227-830876,CERTIFIED,H-1B,"MANHATTAN ASSOCIATES, INC.",ATLANTA,GA,15-1141,Database Administrators,SENIOR DATABASE ADMINISTRATOR,Y,89886.0,Year,1,1,2012,Computer and Mathematical Occupations
74,76,76,I-200-11230-115434,DENIED,H-1B,ESSEX COUNTY COLLEGE,NEWARK,NJ,15-1131,Computer Programmers,COMPUTER PROGRAMMER,Y,55961.59,Year,0,1,2012,Computer and Mathematical Occupations
75,77,77,I-200-11230-179413,CERTIFIED-WITHDRAWN,H-1B,"CANNON DESIGN, INC.",BOSTON,MA,17-1011,"Architects, Except Landscape and Naval",ARCHITECT I,Y,52042.0,Year,0,1,2012,Architecture and Engineering Occupations
76,78,78,I-200-11234-185259,CERTIFIED,H-1B,SNOWBOUND SOFTWARE CORPORATION,WALTHAM,MA,15-2099,"Mathematical Science Occupations, All Other",QUALITY ASSURANCE ANALYST I,Y,35173.0,Year,1,1,2012,Computer and Mathematical Occupations
77,80,80,I-200-11236-339442,CERTIFIED,H-1B,"BURTON RANDS ASSOCIATES, LLC",WASHINGTON,DC,11-1011,Chief Executives,CEO,Y,105539.0,Year,1,1,2012,Management Occupations
78,81,81,I-200-11236-365127,CERTIFIED,H-1B,ADAEQUARE INC,CHANTILLY,VA,15-1132,"Software Developers, Applications",SOFTWARE ENGINEER,Y,62358.0,Year,1,0,2012,Computer and Mathematical Occupations
79,82,82,I-200-11236-851403,CERTIFIED-WITHDRAWN,H-1B,"CEREBRA CONSULTING, INC.",BENSALEM,PA,15-1799,"Computer Occupations, All Other*",TECHNICAL SPECIALIST,Y,54704.0,Year,0,1,2012,Computer and Mathematical Occupations
80,83,83,I-200-11237-072426,CERTIFIED,H-1B,ACCENTURE LLP,CHICAGO,IL,15-1799,"Computer Occupations, All Other*",COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT,Y,77584.0,Year,1,0,2012,Computer and Mathematical Occupations
81,84,84,I-200-11237-906405,CERTIFIED,H-1B,ACCENTURE LLP,CHICAGO,IL,15-1799,"Computer Occupations, All Other*",COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT,Y,65770.0,Year,1,0,2012,Computer and Mathematical Occupations
82,85,85,I-200-11238-343026,CERTIFIED,H-1B,"AECOM TECHNICAL SERVICES, INC.",GLEN ALLEN,VA,17-2051,Civil Engineers,PROJECT ENGINEER,Y,74610.0,Year,1,0,2012,Architecture and Engineering Occupations
83,86,86,I-200-11238-429677,CERTIFIED,H-1B,MOZILLA CORPORATION,MOUNTAIN VIEW,CA,15-1132,"Software Developers, Applications",SOFTWARE ENGINEER,Y,92019.0,Year,1,0,2012,Computer and Mathematical Occupations
84,87,87,I-200-11240-980198,CERTIFIED-WITHDRAWN,H-1B,SARK TECHNOLOGY SOLUTIONS LLC,DECATUR,GA,15-1799,"Computer Occupations, All Other*",SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS,Y,61256.0,Year,0,0,2012,Computer and Mathematical Occupations
85,88,88,I-200-11241-235527,CERTIFIED,H-1B,"CITICORP CREDIT SERVICES, INC. (USA)",NEW YORK,NY,15-1121,Computer Systems Analysts,"VICE PRESIDENT, INFRASTRUCTURE SENIOR TECHNICAL AN",Y,72738.0,Year,1,0,2012,Computer and Mathematical Occupations
86,89,89,I-200-11241-744033,CERTIFIED,H-1B,NORTHERN AZ KIDNEY CARE HYPER. CENTER,FLAGSTAFF,AZ,29-1069,"Physicians and Surgeons, All Other",PHYSICIAN,Y,80954.0,Year,1,1,2012,Healthcare Practitioners and Technical Occupations
87,90,90,I-200-11241-756975,CERTIFIED-WITHDRAWN,H-1B,KMART CORPORATION,ROYAL OAK,MI,29-1051,Pharmacists,FLOATING PHARMACIST,Y,100984.0,Year,0,0,2012,Healthcare Practitioners and Technical Occupations
88,91,91,I-200-11242-926779,CERTIFIED,H-1B,THE GEORGE WASHINGTON UNIVERSITY,WASHINGTON,DC,25-1054,"Physics Teachers, Postsecondary","ASSISTANT PROFESSOR OF PHYSICS, DEPT OF PHYSICS",Y,62590.0,Year,1,1,2012,"Education, Training, and Library Occupations"
89,92,92,I-200-11243-027835,CERTIFIED,H-1B,NORTHERN AZ KIDNEY CARE HYPERTENSION CENTER,FLAGSTAFF,AZ,29-1069,"Physicians and Surgeons, All Other",PHYSICIAN,Y,124238.0,Year,1,0,2012,Healthcare Practitioners and Technical Occupations
90,93,93,I-200-11243-118971,CERTIFIED-WITHDRAWN,H-1B,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",LOS ANGELES,CA,19-1042,"Medical Scientists, Except Epidemiologists",STAFF RESEARCH ASSOCIATE,Y,39074.0,Year,0,1,2012,"Life, Physical, and Social Science Occupations"
91,94,94,I-200-11243-145627,CERTIFIED,H-1B,COMPASS BANK,HOUSTON,TX,15-2041,Statisticians,SENIOR RISK SPECIALIST,Y,57854.0,Year,1,0,2012,Computer and Mathematical Occupations
92,95,95,I-200-11243-462480,CERTIFIED,H-1B,GTECH,PROVIDENCE,RI,15-1132,"Software Developers, Applications",SENIOR SOFTWARE ENGINEER,Y,77542.0,Year,1,1,2012,Computer and Mathematical Occupations
93,96,96,I-200-11243-527696,CERTIFIED,H-1B,COMPASS BANK,HOUSTON,TX,13-2051,Financial Analysts,ASSOCIATE RISK OFFICER II,Y,71594.0,Year,1,0,2012,Business and Financial Operations Occupations
94,97,97,I-200-11243-945646,CERTIFIED,H-1B,NORTHERN AZ KIDNEY CARE HYPERTENSION CENTER,FLAGSTAFF,AZ,29-1069,"Physicians and Surgeons, All Other",PHYSICIAN,Y,124238.0,Year,1,0,2012,Healthcare Practitioners and Technical Occupations
95,98,98,I-200-11243-970375,CERTIFIED,H-1B,GOLDMAN SACHS NEW JERSEY L.L.C.,JERSEY CITY,NJ,15-1121,Computer Systems Analysts,TECHNOLOGY PROJECT MANAGER,Y,89939.0,Year,1,1,2012,Computer and Mathematical Occupations
96,99,99,I-200-11244-067472,CERTIFIED,H-1B,CITIGROUP GLOBAL MARKETS INC.,NEW YORK,NY,15-1131,Computer Programmers,ANALYST,Y,55245.0,Year,1,0,2012,Computer and Mathematical Occupations
97,100,100,I-200-11244-869996,CERTIFIED,H-1B,CITIGROUP GLOBAL MARKETS INC.,NEW YORK,NY,15-1131,Computer Programmers,ANALYST,Y,52478.0,Year,1,1,2012,Computer and Mathematical Occupations
98,101,101,I-200-11244-934486,CERTIFIED,H-1B,"SCHNEIDER ELECTRIC USA, INC.",PALATINE,IL,17-2072,"Electronics Engineers, Except Computer",APPLICATION ENGINEER,Y,53331.0,Year,1,0,2012,Architecture and Engineering Occupations
99,102,102,I-200-11244-949775,CERTIFIED,H-1B,"SCHNEIDER ELECTRIC USA, INC.",PALATINE,IL,17-2072,"Electronics Engineers, Except Computer",APPLICATION ENGINEER,Y,53331.0,Year,1,0,2012,Architecture and Engineering Occupations
100,103,103,I-200-11245-056504,CERTIFIED,H-1B,ACCENTURE LLP,CHICAGO,IL,15-1131,Computer Programmers,COMPUTER PROGRAMMER/CONFIGURER 2,Y,60507.0,Year,1,0,2012,Computer and Mathematical Occupations
101,104,104,I-200-11245-113534,CERTIFIED,H-1B,ACCENTURE LLP,CHICAGO,IL,15-1799,"Computer Occupations, All Other*",COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT,Y,77126.0,Year,1,0,2012,Computer and Mathematical Occupations
102,105,105,I-200-11245-169159,CERTIFIED,H-1B,ACCENTURE LLP,CHICAGO,IL,15-1799,"Computer Occupations, All Other*",COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 2,Y,64667.0,Year,1,0,2012,Computer and Mathematical Occupations
103,106,106,I-200-11245-481895,DENIED,H-1B,"UNIVERSAL ENVIRONMENTAL SERVICES, LLC",PEACHTREE CITY,GA,17-2051,Civil Engineers,LEAD ENGINEER CIVIL & STRUCTURAL STEEL,Y,85654.0,Year,0,1,2012,Architecture and Engineering Occupations
104,107,107,I-200-11245-721585,CERTIFIED,H-1B,ACCENTURE LLP,CHICAGO,IL,15-1799,"Computer Occupations, All Other*",COMPUTER SPECIALIST/TESTING AND QUALITY ANALYST 1,Y,43992.0,Year,1,0,2012,Computer and Mathematical Occupations
